1997 NAICS,NAICS Part Indicator,1997 NAICS Title,SIC,SIC Part Indicator,SIC Title and Part Description
53311,a,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),6792,*,Oil Royalty Traders (except investors on own account)
53311,b,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),6794,,Patent Owners and Lessors
54111,,Offices of Lawyers,8111,,Legal Services
54112,,Offices of Notaries,,,Null Set for U.S.
541191,,Title Abstract and Settlement Offices,6541,,Title Abstract Offices
541199,,All Other Legal Services,7389,*,"Business Services, NEC (process services, patent agents, notaries public, paralegal services )"
541211,,Offices of Certified Public Accountants,8721,*,"Accounting, Auditing, and Bookkeeping Services (auditing  accountants)"
541213,,Tax Preparation Services,7291,,Tax Return Preparation Services
541214,a,Payroll Services,7819,*,Services Allied to Motion Picture Production (talent payment services)
541214,b,Payroll Services,8721,*,"Accounting, Auditing, and Bookkeeping Services (payroll services)"
541219,,Other Accounting Services,8721,*,"Accounting, Auditing, and Bookkeeping Services (other accounting services)"
54131,,Architectural Services,8712,,Architectural Services
54132,a,Landscape Architectural Services,0781,*,Landscape Counseling and Planning (except horticultural consulting)
54132,b,Landscape Architectural Services,8748,*,"Business Consulting Services, NEC (urban planners and industrial development organizations)"
54133,a,Engineering Services,8711,,Engineering Services
54133,b,Engineering Services,8748,*,"Business Consulting Services, NEC (traffic engineering consulting)"
54134,,Drafting Services,7389,*,"Business Services, NEC (drafting service)"
54135,,Building Inspection Services,7389,*,"Business Services, NEC (home and building inspection services)"
54136,a,Geophysical Surveying and Mapping Services,8713,*,Surveying Services (geophysical surveying )
54136,b,Geophysical Surveying and Mapping Services,1081,*,Metal Mining Services (geophysical surveying and mapping)
54136,c,Geophysical Surveying and Mapping Services,1382,*,Oil and Gas Field Exploration Services (geophysical surveying and mapping)
54136,d,Geophysical Surveying and Mapping Services,1481,*,"Nonmetallic Minerals Services, Except Fuels (geophysical surveying and mapping)"
54137,a,Surveying and Mapping (except Geophysical) Services,7389,*,"Business Services, NEC (map making services)"
54137,b,Surveying and Mapping (except Geophysical) Services,8713,*,Surveying Services (except geophysical surveying)
54138,,Testing Laboratories,8734,*,Testing Laboratories (except veterinary testing laboratories)
54141,,Interior Design Services,7389,*,"Business Services, NEC (interior design)"
54142,,Industrial Design Services,7389,*,"Business Services, NEC (industrial design)"
54143,a,Graphic Design Services,7336,,Commercial Art and Graphic Design
54143,b,Graphic Design Services,8099,*,"Health and Allied Services, NEC (medical artists)"
54149,,Other Specialized Design Services,7389,*,"Business Services, NEC (fashion and other design services)"
541511,,Custom Computer Programming Services,7371,,Computer Programming Services
541512,a,Computer Systems Design Services,7373,,Computer Integrated Systems Design
541512,b,Computer Systems Design Services,7379,*,"Computer Related Services, NEC (computer systems consultants)"
541513,,Computer Facilities Management Services,7376,,Computer Facilities Management Services
541519,,Other Computer Related Services,7379,*,"Computer Related Services, NEC (except computer systems consultants and disk and diskette conversion and recertification)"
541611,,Administrative Management and General Management Consulting Services,8742,*,Management Consulting Services (administrative management and general management consulting)
541612,a,Human Resources and Executive Search Consulting Services,8742,*,Management Consulting Services (human resources and personnel management consulting)
541612,b,Human Resources and Executive Search Consulting Services,7361,*,Employment Agencies (executive placement services)
541612,c,Human Resources and Executive Search Consulting Services,8999,*,"Services, NEC (actuarial consulting)"
541613,,Marketing Consulting Services,8742,*,Management Consulting Services (marketing consulting)
541614,a,"Process, Physical Distribution, and Logistics Consulting Services",8742,*,"Management Consulting Services (manufacturing management, physical distribution, and site location consulting)"
541614,b,"Process, Physical Distribution, and Logistics Consulting Services",4731,*,Arrangement of Transportation of Freight and Cargo (freight rate-auditors and tariff consulting)
541618,,Other Management Consulting Services,8748,*,"Business Consulting Services, NEC (except educational testing and consulting, economic consulting, safety and security, agriculture consulting, urban planning and industrial development organizations)"
54162,,Environmental Consulting Services,8999,*,"Services, NEC (environmental consultants)"
54169,a,Other Scientific and Technical Consulting Services,781,*,Landscape Counseling and Planning (horticulture consulting)
54169,b,Other Scientific and Technical Consulting Services,8748,*,"Business Consulting Services, NEC (safety, security, agriculture, and economic, consultants)"
54169,c,Other Scientific and Technical Consulting Services,8999,*,"Services, NEC (scientific and related consulting services)"
54171,a,"Research and Development in the Physical, Engineering, and Life Sciences",3721,*,Aircraft (research and development)
54171,b,"Research and Development in the Physical, Engineering, and Life Sciences",3724,*,Aircraft Engines and Engine Parts (research and development)
54171,c,"Research and Development in the Physical, Engineering, and Life Sciences",3728,*,"Aircraft Parts and Auxiliary Equipment, NEC (research and development)"
54171,d,"Research and Development in the Physical, Engineering, and Life Sciences",3761,*,Guided missiles and Space Vehicles (research and development)
54171,e,"Research and Development in the Physical, Engineering, and Life Sciences",3764,*,Guided missile and Space Vehicle Propulsion Units and Propulsion Unit Parts (research and development)
54171,f,"Research and Development in the Physical, Engineering, and Life Sciences",3769,*,"Guided Missile Space Vehicle Parts and Auxiliary Equipment, NEC (research and development)"
54171,g,"Research and Development in the Physical, Engineering, and Life Sciences",8731,,Commercial Physical and Biological Research
54171,h,"Research and Development in the Physical, Engineering, and Life Sciences",8733,*,"Noncommercial Research Organizations (physical, engineering and life sciences)"
54172,a,Research and Development in the Social Sciences and Humanities,8732,*,"Commercial Economic, Sociological, and Educational Research (social sciences and humanities)"
54172,b,Research and Development in the Social Sciences and Humanities,8733,*,Noncommercial Research Organizations (social sciences and humanities)
54181,,Advertising Agencies,7311,,Advertising Agencies
54182,,Public Relations Agencies,8743,,Public Relations Services
54183,,Media Buying Agencies,7319,*,"Advertising, NEC (media buying services)"
54184,,Media Representatives,7313,,"Radio, Television, and Publishers' Advertising Representatives"
54185,a,Display Advertising,7312,,Outdoor Advertising Services
54185,b,Display Advertising,7319,*,"Advertising, NEC (display advertising, except outdoor)"
54186,,Direct Mail Advertising,7331,*,Direct Mail Advertising Services (except mailing list compilers)
54187,a,Advertising Material Distribution Services,7319,*,"Advertising, NEC (advertising materials distributor)"
54187,b,Advertising Material Distribution Services,7389,*,"Business Services, NEC (distribution of telephone directories on a fee or contract basis)"
54189,a,Other Services Related to Advertising,7319,*,"Advertising, NEC (except media buying, display advertising, except outdoor; and advertising material distributors)"
54189,b,Other Services Related to Advertising,5199,*,"Nondurable Goods, NEC (advertising specialities goods distributors)"
54189,c,Other Services Related to Advertising,7389,*,"Business Services, NEC (sign painting and lettering, showcard painting, mannequin decorating service and other advertising related business services)"
54191,,Marketing Research and Public Opinion Polling,8732,*,"Commercial Economic, Sociological, and Educational Research (market research and opinion research)"
541921,,"Photography Studios, Portrait",7221,,"Photographic Studios, Portrait"
541922,a,Commercial Photography,7335,*,Commercial Photography (except when combined with a variety of aircraft based services)
541922,b,Commercial Photography,8099,*,"Health and Allied Services, NEC (medical photography)"
54193,,Translation and Interpretation Services,7389,*,"Business Services, NEC (translation and interpretation services)"
54194,a,Veterinary Services,0741,,Veterinary Services for Livestock
54194,b,Veterinary Services,0742,,Veterinary Services for Animal Specialties
54194,c,Veterinary Services,8734,*,Testing Laboratories (veterinary testing laboratories)
54199,,"All Other Professional, Scientific, and Technical Services",7389,*,"Business Services (appraisers, except insurance and real estate, and miscellaneous professional, scientific, and technical services)"
551111,,Offices of Bank Holding Companies,6712,,Offices of Bank Holding Companies
551112,,Offices of Other Holding Companies,6719,,"Offices of Holding Companies, NEC"
551114,,"Corporate, Subsidiary, and Regional Managing Offices",,,These establishments were included as auxiliaries in the 1987 Standard Industrial Classification
56111,,Office Administrative Services,8741,*,Management Services (except construction management)
56121,,Facilities Support Services,8744,,Facilities Support Management Services
56131,a,Employment Placement Agencies,7299,*,"Miscellaneous Personal Services, NEC (babysitting bureaus)"
56131,b,Employment Placement Agencies,7361,*,Employment Agencies (except executive placing services)
56131,c,Employment Placement Agencies,7819,*,Services Allied to Motion Picture Production (casting bureaus)
56131,d,Employment Placement Agencies,7922,*,Theatrical Producers and Miscellaneous Theatrical Services (casting agencies)
56132,,Temporary Help Services,7363,*,Help Supply Services (except employee leasing service)
56133,,Employee Leasing Services,7363,*,Help Supply Services (except temporary help service)
56141,,Document Preparation Services,7338,*,Secretarial and Court Reporting (except court reporting)
561421,,Telephone Answering Services,7389,*,"Business Services, NEC (telephone answering)"
561422,,Telemarketing Bureaus,7389,*,"Business Services, NEC (telemarketing bureaus and telephone soliciting)"
561431,,Private Mail Centers,7389,*,"Business Services, NEC (private mail centers and mailbox rental)"
561439,a,Other Business Service Centers (including Copy Shops),7334,*,Photocopying and Duplicating Services (except instant printing)
561439,b,Other Business Service Centers (including Copy Shops),7389,*,"Business Services, NEC (other business service centers, except private mail centers and mailbox rental)"
56144,,Collection Agencies,7322,,Adjustment and Collection Services
56145,,Credit Bureaus,7323,,Credit Reporting Services
561491,,Repossession Services,7389,*,"Business Services, NEC (recovery and repossession services)"
561492,,Court Reporting and Stenotype Services,7338,*,Secretarial and Court Reporting (except secretarial)
561499,,All Other Business Support Services,7389,*,"Business Services, NEC (business support services except telephone answering, telemarketing bureaus, private mail centers and repossession services)"
56151,,Travel Agencies,4724,,Travel Agencies
56152,,Tour Operators,4725,,Tour Operators
561591,,Convention and Visitors Bureaus,7389,*,"Business Services, NEC (convention and visitors bureaus, tourist information bureaus)"
561599,a,All Other Travel Arrangement and Reservation Services,4729,*,"Arrangement of Passenger Transportation, NEC (except arrangement of vanpools and carpools)"
561599,b,All Other Travel Arrangement and Reservation Services,7389,*,"Business Services, NEC (reservation systems: hotel &amp; restaurants and time-share condominium exchange)"
561599,c,All Other Travel Arrangement and Reservation Services,7999,*,"Amusement and Recreation Services, NEC (ticket agencies)"
561599,d,All Other Travel Arrangement and Reservation Services,8699,*,"Membership Organizations, NEC (travel motor clubs)"
561599,e,All Other Travel Arrangement and Reservation Services,7922,*,Theatrical Producers (except motion pictures) and Miscellaneous Theatrical Services (theatrical ticket agencies)
561611,,Investigation Services,7381,*,"Detective, Guard, and Armored Car Services (detective services)"
561612,,Security Guards and Patrol Services,7381,*,"Detective, Guard,  and Armored Car Services (guard services)"
561613,,Armored Car Services,7381,*,"Detective, Guard, and Armored Car Services (armored car services)"
561621,,Security Systems Services (except Locksmiths),7382,,Security Systems Services
561622,,Locksmiths,7699,*,"Repair Shops and Related Services, NEC (locksmith shops)"
56171,a,Exterminating and Pest Control Services,4959,*,"Sanitary Services, NEC (mosquito eradication)"
56171,b,Exterminating and Pest Control Services,7342,*,Disinfecting and Pest Control Services (exterminating and pest control)
56172,a,Janitorial Services,7342,*,Disinfecting and Pest Control Services (except exterminating)
56172,b,Janitorial Services,7349,*,"Building Cleaning and Maintenance Services, NEC (except lighting maintenance services)"
56172,c,Janitorial Services,4581,*,"Airports, Flying Fields, and Airport Terminal Services (airplane cleaning and janitorial services)"
56173,a,Landscaping Services,0782,,Lawn and Garden Services
56173,b,Landscaping Services,0783,,Ornamental Shrub and Tree Services
56174,,Carpet and Upholstery Cleaning Services,7217,,Carpet and Upholstery Cleaning
56179,a,Other Services to Buildings and Dwellings,7389,*,"Business Services, NEC (swimming pool cleaning and maintenance)"
56179,b,Other Services to Buildings and Dwellings,7349,*,"Building Cleaning and Maintenance Services, NEC (lighting maintenance service)"
56179,c,Other Services to Buildings and Dwellings,7699,*,"Repair Shops and Related Services, NEC (furnace, duct, chimney, gutter, and drain cleaning services)"
56191,,Packaging and Labeling Services,7389,*,"Business Services, NEC (packaging and labeling services)"
56192,,Convention and Trade Show Organizers,7389,*,"Business Services, NEC (convention and trade show services)"
56199,,All Other Support Services,7389,*,"Business Services, NEC (other support services except packaging and labeling, convention and trade shows services, convention and visitor bureaus, tourist information bureaus)"
562111,,Solid Waste Collection,4212,*,Local Trucking Without Storage (solid waste collection without disposal)
562112,,Hazardous Waste Collection,4212,*,Local Trucking Without Storage (hazardous waste collection without disposal)
562119,,Other Waste Collection,4212,*,Local Trucking Without Storage (other waste collection without disposal)
562211,,Hazardous Waste Treatment and Disposal,4953,*,Refuse Systems (hazardous waste treatment and disposal)
562212,,Solid Waste Landfill,4953,*,Refuse Systems (solid waste landfills)
562213,,Solid Waste Combustors and Incinerators,4953,*,Refuse Systems (solid waste combustors and incinerators)
562219,,Other Nonhazardous Waste Treatment and Disposal,4953,*,Refuse Systems (other nonhazardous waste treatment and disposal)
56291,a,Remediation Services,1799,*,"Special Trade Contractors, NEC (asbestos abatement and lead paint removal contractors)"
56291,b,Remediation Services,4959,*,"Sanitary Services, NEC (remediation services)"
56292,,Materials Recovery Facilities,4953,*,Refuse Systems (materials recovery facilities)
562991,a,Septic Tank and Related Services,7359,*,"Equipment Rental and Leasing, NEC (portable toilet rental)"
562991,b,Septic Tank and Related Services,7699,*,"Repair Shops and Related Services, NEC (cesspool and septic tank cleaning)"
562998,a,All Other Miscellaneous Waste Management Services,4959,*,"Sanitary Services, NEC (all but remediation services, malaria control, mosquito eradication, snowplowing, street sweeping, and airport runway vacuuming)"
562998,b,All Other Miscellaneous Waste Management Services,7699,*,"Repair Shops and Related Services, NEC (sewer cleaning and rodding)"
61111,,Elementary and Secondary Schools,8211,,Elementary and Secondary Schools
61121,,Junior Colleges,8222,,Junior Colleges and Technical Institutes
61131,,"Colleges, Universities, and Professional Schools",8221,,"Colleges, Universities, and Professional Schools"
61141,,Business and Secretarial Schools,8244,,Business and Secretarial Schools
61142,,Computer Training,8243,*,Data Processing Schools (except computer repair training)
61143,,Professional and Management Development Training,8299,*,"Schools and Educational Services, NEC (professional and management development training)"
611511,a,Cosmetology and Barber Schools,7231,*,Beauty Shops (beauty and cosmetology schools)
611511,b,Cosmetology and Barber Schools,7241,*,Barber Shops (barber colleges)
611512,a,Flight Training,8249,*,"Vocational Schools, NEC (aviation schools, excluding flying instruction)"
611512,b,Flight Training,8299,*,"Schools and Educational Services, NEC (flying instruction)"
611513,,Apprenticeship Training,8249,*,"Vocational Schools, NEC (vocational apprenticeship training)"
611519,a,Other Technical and Trade Schools,8249,*,"Vocational Schools, NEC (except aviation and flight training and apprenticeship training)"
611519,b,Other Technical and Trade Schools,8243,*,Data Processing Schools (computer repair training)
611519,c,Other Technical and Trade Schools,8299,*,"Schools and Educational Services, NEC (modeling and cooking schools)"
61161,a,Fine Arts Schools,8299,*,"Schools and Educational Services, NEC (art, drama, and music schools)"
61161,b,Fine Arts Schools,7911,*,"Dance Studios, Schools, and Halls (dance instructors, and professional and other dance schools)"
61162,,Sports and Recreation Instruction,7999,*,"Amusement and Recreation Services, NEC (baseball, basketball, bowling, gymnastic, judo, karate, parachute, scuba and skin diving, skating, ski, swimming, tennis, and other sports instruction; and sports instructional schools and camps)"
61163,,Language Schools,8299,*,"Schools and Educational Services, NEC (language schools)"
611691,,Exam Preparation and Tutoring,8299,*,"Schools and Educational Services, NEC (exam preparation and tutoring)"
611692,,Automobile Driving Schools,8299,*,"Schools and Educational Services, NEC (automobile driving instruction)"
611699,a,All Other Miscellaneous Schools and Instruction,7999,*,"Amusement and Recreation Services, NEC (nonathletic recreational instruction)"
611699,b,All Other Miscellaneous Schools and Instruction,8299,*,"Schools and Educational Services, NEC (except professional and management training, aviation and flight training, fine arts schools, language schools, exam preparation and tutoring, automobile driving schools, and educational support services)"
61171,a,Educational Support Services,8299,*,Schools and Educational Services NEC (except instruction)
61171,b,Educational Support Services,8748,*,"Business Consulting Services, NEC (educational test development and evaluation services, educational testing services, and educational consultants)"
621111,a,Offices of Physicians (except Mental Health Specialists),8011,*,Offices and Clinics of Doctors of Medicine (except mental health specialists)
621111,b,Offices of Physicians (except Mental Health Specialists),8031,*,Offices and Clinics of Doctors of Osteopathy (except mental health specialists)
621112,a,"Offices of Physicians, Mental Health Specialists",8011,*,Offices and Clinics of Doctors of Medicine (mental health specialists)
621112,b,"Offices of Physicians, Mental Health Specialists",8031,*,Offices and Clinics of Doctors of Osteopathy (mental health specialists)
62121,,Offices of Dentists,8021,,Offices and Clinics of Dentists
62131,,Offices of Chiropractors,8041,,Offices and Clinics of Chiropractors
62132,,Offices of Optometrists,8042,,Offices and Clinics of Optometrists
62133,,Offices of Mental Health Practitioners (except Physicians),8049,*,"Offices and Clinics of Health Practitioners, NEC (mental health practitioners except physicians)"
62134,,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",8049,*,"Offices and Clinics of Health Practitioners, NEC (physical, occupational, recreational and speech therapists, and audiologists)"
621391,,Offices of Podiatrists,8043,,Offices and Clinics of Podiatrists
621399,,Offices of All Other Miscellaneous Health Practitioners,8049,*,"Offices and Clinics of Health Practitioners, NEC (except mental health practitioners, physical, occupational, speech therapists, and audiologists)"
62141,a,Family Planning Centers,8093,*,"Speciality Outpatient Facilities, NEC (family planning centers)"
62141,b,Family Planning Centers,8099,*,"Health and Allied Services, NEC (childbirth preparation)"
62142,,Outpatient Mental Health and Substance Abuse Centers,8093,*,"Specialty Outpatient Facilities, NEC (mental health facilities)"
621491,,HMO Medical Centers,8011,*,Offices and Clinics of Doctors of Medicine (HMO Medical Centers)
621492,,Kidney Dialysis Centers,8092,,Kidney Dialysis Centers
621493,,Freestanding Ambulatory Surgical and Emergency Centers,8011,*,Offices and Clinics of Doctors of Medicine (surgical and emergency centers)
621498,,All Other Outpatient Care Centers,8093,*,"Specialty Outpatient Facilities, NEC (except family planning and mental health centers)"
621511,,Medical Laboratories,8071,*,Medical Laboratories (except diagnostic imaging centers)
621512,,Diagnostic Imaging Centers,8071,*,Medical Laboratories (diagnostic imaging centers)
62161,,Home Health Care Services,8082,,Home Health Care Services
62191,a,Ambulance Services,4119,*,"Local Passenger Transportation, NEC (land ambulance)"
62191,b,Ambulance Services,4522,*,"Air Transportation, Nonscheduled (air ambulance)"
621991,,Blood and Organ Banks,8099,*,"Health and Allied Services, NEC (blood and organ banks)"
621999,,All Other Miscellaneous Ambulatory Health Care Services,8099,*,"Health and Allied Services, NEC (except blood and organ banks, medical artists, medical photography, and childbirth preparation classes)"
62211,a,General Medical and Surgical Hospitals,8062,,General Medical and Surgical Hospitals
62211,b,General Medical and Surgical Hospitals,8069,*,"Specialty Hospitals, Except Psychiatric (children's hospitals)"
62221,a,Psychiatric and Substance Abuse Hospitals,8063,,Psychiatric Hospitals
62221,b,Psychiatric and Substance Abuse Hospitals,8069,*,"Specialty Hospitals, Except Psychiatric (substance abuse hospitals)"
62231,,Specialty (except Psychiatric and Substance Abuse) Hospitals,8069,*,"Specialty Hospitals, Except Psychiatric (except children's and substance abuse hospitals)"
62311,a,Nursing Care Facilities,8051,*,Skilled Nursing Care Facilities (except continuing care retirement communities)
62311,b,Nursing Care Facilities,8052,*,Intermediate Care Facilities (except continuing care retirement communities and mental retardation facilities)
62311,c,Nursing Care Facilities,8059,*,"Nursing and Personal Care Facilities, NEC (except continuing care retirement communities)"
62321,,Residential Mental Retardation Facilities,8052,*,Intermediate Care Facilities (mental retardation facilities)
62322,,Residential Mental Health and Substance Abuse Facilities,8361,*,Residential Care (mental health and substance abuse facilities)
623311,a,Continuing Care Retirement Communities,8051,*,Skilled Nursing Care Facilities (continuing care retirement communities)
623311,b,Continuing Care Retirement Communities,8052,*,Intermediate Care Facilities (continuing care retirement communities)
623311,c,Continuing Care Retirement Communities,8059,*,"Nursing and Personal Care Facilities, NEC (continuing care retirement communities)"
623312,,Homes for the Elderly,8361,*,Residential Care (homes for the elderly)
6239,,Other Residential Care Facilities,,,
62399,,Other Residential Care Facilities,8361,*,"Residential Care (except mental health and substance abuse facilities, homes for the elderly)"
62411,,Child and Youth Services,8322,*,Individual and Family Social Services (child and youth services)
62412,,Services for the Elderly and Persons with Disabilities,8322,*,Individual and Family Social Services (services for the elderly and disabled)
62419,,Other Individual and Family Services,8322,*,"Individual and Family Social Services (except services for children, youth, elderly, disabled; food, housing, emergency and relief)"
62421,,Community Food Services,8322,*,Individual and Family Social Services (food services)
624221,,Temporary Shelters,8322,*,Individual and Family Social Services (temporary shelter)
624229,,Other Community Housing Services,8322,*,Individual and Family Social Services (housing services except temporary shelter)
62423,,Emergency and Other Relief Services,8322,*,Individual and Family Social Services (emergency and relief services)
62431,,Vocational Rehabilitation Services,8331,,Job Training and Vocational Rehabilitation Services
62441,,Child Day Care Services,8351,,Child Day Care Services
71111,a,Theater Companies and Dinner Theaters,5812,*,Eating Places (dinner theaters)
71111,b,Theater Companies and Dinner Theaters,7922,*,"Theatrical Producers (Except Motion Pictures) and Miscellaneous Theatrical Services (theater companies, opera companies)"
71112,,Dance Companies,7922,*,Theatrical Producers (Except Motion Pictures) and Miscellaneous Theatrical Services (ballet and dance companies)
71113,,Musical Groups and Artists,7929,*,"Bands, Orchestras, Actors, and Entertainment Groups (musical groups and artists and orchestras)"
71119,a,Other Performing Arts Companies,7929,*,"Bands, Orchestras, Actors, and Entertainment Groups, (except musical groups, artists, actors, and actresses)"
71119,b,Other Performing Arts Companies,7999,*,"Amusement and Recreation Services, NEC (circus companies and traveling carnival shows)"
711211,,Sports Teams and Clubs,7941,*,Professional Sports Clubs and Promoters (professional sports clubs)
711212,,Racetracks,7948,*,"Racing, Including Track Operations (track operations)"
711219,a,Other Spectator Sports,7948,*,"Racing, Including Track Operations  (except track operators)"
711219,b,Other Spectator Sports,7999,*,"Amusement and Recreation Services, NEC (professional athletes)"
71131,a,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",6512,*,Operators of Nonresidential Buildings (stadium and arena owners)
71131,b,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",7922,*,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theater operators)
71131,c,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",7941,*,Professional Sports Clubs and Promoters (stadium operators)
71131,d,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",7999,*,"Amusement and Recreation Services, NEC (state fairs, agriculture fairs and county fairs with facilities)"
71132,a,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",7922,*,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theatrical promoters)
71132,b,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",7941,*,Professional Sports Clubs and Promoters (sports promoters)
71132,c,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",7999,*,"Amusement and Recreation Services, NEC (state fairs, agriculture fairs and county fairs without facilities)"
71141,a,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",7389,*,"Business Services, NEC (agents and brokers for authors and artists and speaker bureaus)"
71141,b,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",7922,*,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theatrical agents)
71141,c,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",7941,*,Professional Sports Clubs and Promoters (sports agents)
71151,a,"Independent Artists, Writers, and Performers",7819,*,"Services Allied to Motion Picture Production (film directors and related motion picture production services, independent)"
71151,b,"Independent Artists, Writers, and Performers",7699,*,"Repair Shops and Related Services, NEC (taxidermists and antique repair and restoration, except antique car restoration)"
71151,c,"Independent Artists, Writers, and Performers",7929,*,"Bands, Orchestras, Actors, and Other Entertainers and Entertainment Groups (actors and actresses)"
71151,d,"Independent Artists, Writers, and Performers",7383,*,News Syndicates (independent news correspondents)
71151,e,"Independent Artists, Writers, and Performers",7641,*,Reupholstery and Furniture Repair (antique furniture restoration)
71151,f,"Independent Artists, Writers, and Performers",7922,*,"Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (costume design, theatrical)"
71151,g,"Independent Artists, Writers, and Performers",8999,*,"Services, NEC (authors, artists, and related technical services, independent)"
71211,,Museums,8412,*,Museums and Art Galleries (except historic and heritage sites)
71212,,Historical Sites,8412,*,Museums and Art Galleries (historic and heritage sites)
71213,,Zoos and Botanical Gardens,8422,*,Arboreta and Botanical or Zoological Gardens (except nature parks and reserves)
71219,a,Nature Parks and Other Similar Institutions,7999,*,"Amusement and Recreation Services, NEC (caverns and miscellaneous commercial parks)"
71219,b,Nature Parks and Other Similar Institutions,8422,*,Arboreta and Botanical or Zoological Gardens (nature parks and reserves)
71311,,Amusement and Theme Parks,7996,,Amusement Parks
71312,,Amusement Arcades,7993,*,Coin-Operated Amusement Devices (amusement arcades)
71321,,Casinos (except Casino Hotels),7999,*,"Amusement and Recreation Services, NEC (casinos, except hotel casinos)"
71329,a,Other Gambling Industries,7993,*,Coin-Operated Amusement Devices (slot machine operators)
71329,b,Other Gambling Industries,7999,*,"Amusement and Recreation Services, NEC (lottery, bingo, bookie, and other gambling operations)"
71391,a,Golf Courses and Country Clubs,7992,,Public Golf Courses
71391,b,Golf Courses and Country Clubs,7997,*,Membership Sports and Recreation Clubs (golf clubs)
71392,,Skiing Facilities,7999,*,"Amusement and Recreation Services, NEC (skiing facilities)"
71393,,Marinas,4493,,Marinas
71394,a,Fitness and Recreational Sports Centers,7991,,Physical Fitness Facilities
71394,b,Fitness and Recreational Sports Centers,7997,*,Membership Sports and Recreation Clubs (recreation clubs with facilities)
71394,c,Fitness and Recreational Sports Centers,7999,*,"Amusement and Recreation Services, NEC (nonmembership recreation facilities)"
71395,,Bowling Centers,7933,,Bowling Centers
71399,a,All Other Amusement and Recreation Industries,7911,*,"Dance Studios, Schools, and Halls (except instruction)"
71399,b,All Other Amusement and Recreation Industries,7993,*,"Amusement and Recreation Services, NEC (except amusement arcades and slot machine operators)"
71399,c,All Other Amusement and Recreation Industries,7997,*,Membership Sports and Recreation Clubs (recreation clubs without facilities)
71399,d,All Other Amusement and Recreation Industries,7999,*,"Amusement and Recreation Services, NEC (except circuses, professional athletes, caverns and other commercial parks, skiing facilities, casinos and other gambling operations, amusement and recreation facilities, sports instruction, sports equipment rental"
72111,a,Hotels (except Casino Hotels) and Motels,7011,*,"Hotels and Motels (hotels and motels, except casino hotels)"
72111,b,Hotels (except Casino Hotels) and Motels,7041,*,"Organization Hotels and Lodging Houses, on Membership Basis (hotels)"
72112,,Casino Hotels,7011,*,Hotels and Motels (casino hotels)
721191,,Bed-and-Breakfast Inns,7011,*,Hotels and Motels (bed and breakfast inns)
721199,,All Other Traveler Accommodation,7011,*,"Hotels and Motels (except hotels, motels, and bed and breakfast inns)"
721211,,RV (Recreational Vehicle) Parks and Campgrounds,7033,,Recreational Vehicle Parks and Campgrounds
721214,,Recreational and Vacation Camps (except Campgrounds),7032,,Sporting and Recreational Camps
72131,a,Rooming and Boarding Houses,7021,,Rooming and Boarding Houses
72131,b,Rooming and Boarding Houses,7041,*,"Organization Hotels and Lodging Houses, on Membership Basis (except hotels)"
72211,,Full-Service Restaurants,5812,*,Eating Places (full-service restaurants)
722211,,Limited-Service Restaurants,5812,*,Eating Places (limited-service restaurants)
722212,,Cafeterias,5812,*,Eating Places (cafeterias)
722213,a,Snack and Nonalcoholic Beverage Bars,5812,*,Eating Places (snack and nonalcoholic beverage bars)
722213,b,Snack and Nonalcoholic Beverage Bars,5461,*,Retail Bakeries (snacks)
72231,a,Food Service Contractors,4789,*,"Transportation Services, NEC (dining car operations on a fee or contract basis)"
72231,b,Food Service Contractors,5812,*,Eating Places (food service contractors)
72232,,Caterers,5812,*,Eating Places (caterers)
72233,,Mobile Food Services,5963,*,Direct Selling Establishments (mobile food wagons)
72241,,Drinking Places (Alcoholic Beverages),5813,,Drinking Places (alcoholic beverages)
811111,,General Automotive Repair,7538,,General Automotive Repair Shops
811112,,Automotive Exhaust System Repair,7533,,Automotive Exhaust System Repair Shops
811113,,Automotive Transmission Repair,7537,,Automotive Transmission Repair Shops
811118,,Other Automotive Mechanical and Electrical Repair and Maintenance,7539,,"Automotive Repair Shops, NEC"
811121,,"Automotive Body, Paint, and Interior Repair and Maintenance",7532,,"Top, Body, and Upholstery Repair Shops and Paint Shops"
811122,a,Automotive Glass Replacement Shops,7536,,Automotive Glass Replacement Shops
811122,b,Automotive Glass Replacement Shops,7549,*,"Automotive Services, Except Repair and Carwashes (automotive window tinting)"
